paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
AOS_2025_0169,Rate-optimal estimation of mixed semimartingales,AOS,2025,Delft University of Technology | Helmholtz Zentrum München | Hong Kong University of Science and Technology | Institute of Applied Mathematics,Stochastic processes and financial applications,2,90.996909,0.2821,0.466
AOS_2025_0170,Studentized tests of independence: Random-lifter approach,AOS,2025,East China Normal University | University of Science and Technology of China | Yale University,Advanced Statistical Methods and Models,2,93.492876,0.4993,0.4994
AOS_2025_0171,Optimal transport map estimation in general function spaces,AOS,2025,Centre de Recherche en Économie et Statistique | Courant Institute of Mathematical Sciences | ENSAE Paris | New York University,Numerical methods in inverse problems,2,96.14738,0.3549,0.3771
AOS_2024_0172,Stereographic Markov chain Monte Carlo,AOS,2024,University of Copenhagen | University of Warwick,Markov Chains and Monte Carlo Methods,1,75.529296,0.4769,0.1651
AOS_2025_0173,Computationally efficient and statistically optimal robust high-dimensional linear regression,AOS,2025,Hong Kong University of Science and Technology,Sparse and Compressive Sensing Techniques,1,71.22653,0.582,0.5311
AOS_2023_0176,High-dimensional latent panel quantile regression with an application to asset pricing,AOS,2023,"Duke University | Harvard University | University of California, Los Angeles | University of Warwick",Statistical Methods and Inference,9,86.693235,0.3965,0.5028
AOS_2023_0177,Nonlinear independent component analysis for discrete-time and continuous-time signals,AOS,2023,Mathematical Institute of the Slovak Academy of Sciences | University of Oxford,Blind Source Separation Techniques,9,86.048695,0.3193,0.3711
AOS_2023_0178,Carving model-free inference,AOS,2023,University of Michigan–Ann Arbor,Statistical Methods and Inference,8,80.112342,0.527,0.5661
AOS_2023_0179,Assigning topics to documents by successive projections,AOS,2023,Centre de Recherche en Économie et Statistique | ENSAE Paris | Mohamed bin Zayed University of Artificial Intelligence | École Supérieure des Sciences Économiques et Commerciales,Complex Network Analysis Techniques,7,71.181725,0.2583,0.306
AOS_2023_0180,On backward smoothing algorithms,AOS,2023,Centre de Recherche en Économie et Statistique | ENSAE Paris,Target Tracking and Data Fusion in Sensor Networks,7,83.55194999999999,0.2807,0.3287
AOS_2023_0181,Finite-sample complexity of sequential Monte Carlo estimators,AOS,2023,Duke University,Markov Chains and Monte Carlo Methods,6,80.10388,0.2028,0.29
AOS_2023_0182,On lower bounds for the bias-variance trade-off,AOS,2023,Delft University of Technology | University of Twente,Statistical Methods and Inference,5,82.893714,0.4267,0.4352
AOS_2023_0183,Optimal subgroup selection,AOS,2023,Maxwell Institute for Mathematical Sciences | University of Bristol | University of Cambridge | University of Edinburgh,Statistical Methods and Inference,5,86.23124399999999,0.542,0.57
AOS_2023_0184,Optimal estimation and computational limit of low-rank Gaussian mixtures,AOS,2023,Hong Kong University of Science and Technology,Sparse and Compressive Sensing Techniques,5,70.947865,0.0522,0.4946
AOS_2023_0186,Nonparametric conditional local independence testing,AOS,2023,University of Copenhagen,Statistical Methods and Inference,5,86.028763,0.2058,0.3347
AOS_2024_0187,Heavy-tailed Bayesian nonparametric adaptation,AOS,2024,"Laboratoire de Probabilités, Statistique et Modélisation | Sorbonne Université | University of Cyprus",Bayesian Methods and Mixture Models,5,87.63784799999999,0.4199,0.2786
AOS_2023_0188,Conditional sequential Monte Carlo in high dimensions,AOS,2023,Loughborough University | National University of Singapore,Markov Chains and Monte Carlo Methods,3,74.897397,0.1153,0.3814
AOS_2023_0189,A general characterization of optimal tie-breaker designs,AOS,2023,Stanford University,Optimal Experimental Design Methods,3,74.649823,0.1933,0.3298
AOS_2024_0190,The edge of discovery: Controlling the local false discovery rate at the margin,AOS,2024,"University of California, Berkeley | University of Chicago",Statistical Methods in Clinical Trials,3,86.7692,0.3578,0.3725
AOS_2024_0191,Nonparametric classification with missing data,AOS,2024,Maxwell Institute for Mathematical Sciences | University of Edinburgh | University of Warwick,Machine Learning and Data Classification,3,81.09743999999999,0.6204,0.6072
AOS_2025_0193,Concentration of discrepancy-based approximate Bayesian computation via Rademacher complexity,AOS,2025,Bocconi University | Decision Sciences (United States) | University of Bergamo | École Supérieure des Sciences Économiques et Commerciales,Markov Chains and Monte Carlo Methods,3,97.108363,0.3167,0.3262
AOS_2025_0194,Nonlinear global Fréchet regression for random objects via weak conditional expectation,AOS,2025,Pennsylvania State University | University of Florida,Fault Detection and Control Systems,3,90.499362,0.0638,0.239
AOS_2023_0195,Relaxing the i.i.d. assumption: Adaptively minimax optimal regret via root-entropic regularization,AOS,2023,University of Toronto | University of Waterloo,Advanced Bandit Algorithms Research,5,72.015089,0.2021,0.2078
AOS_2023_0196,Off-policy evaluation in partially observed Markov decision processes under sequential ignorability,AOS,2023,Stanford University,Advanced Causal Inference Techniques,4,83.159345,0.0888,0.3712
AOS_2023_0197,Local Whittle estimation of high-dimensional long-run variance and precision matrices,AOS,2023,Cornell University | Sungkyunkwan University | University of North Carolina at Chapel Hill,Statistical and numerical algorithms,4,87.808924,0.5701,0.486
AOS_2024_0198,Testing for practically significant dependencies in high dimensions via bootstrapping maxima of U-statistics,AOS,2024,Ruhr University Bochum | Stockholm University,Statistical Methods and Inference,4,91.140369,0.3218,0.4093
AOS_2024_0199,Detection and estimation of structural breaks in high-dimensional functional time series,AOS,2024,Macquarie University | Pennsylvania State University | University of Macau,Time Series Analysis and Forecasting,4,83.354749,0.0265,0.3752
AOS_2024_0200,On the existence of powerful p-values and e-values for composite hypotheses,AOS,2024,Carnegie Mellon University | Stanford University | University of Waterloo,Neural Networks and Applications,4,85.49448,0.3936,0.2936
AOS_2023_0201,Optimal reach estimation and metric learning,AOS,2023,"Centre National de la Recherche Scientifique | Centre de Recherche en Mathématiques de la Décision | Laboratoire de Probabilités, Statistique et Modélisation | Sorbonne Paris Cité | Sorbonne Université | University of Potsdam | Université Paris Cité | Université Paris Dauphine-PSL",Topological and Geometric Data Analysis,3,71.85555000000001,0.4751,0.384
AOS_2023_0202,Efficiency of estimators for locally asymptotically normal quantum statistical models,AOS,2023,National Institute of Informatics | The University of Osaka,Quantum Information and Cryptography,3,71.518193,0.6072,0.5238
AOS_2024_0204,Locally simultaneous inference,AOS,2024,"University of California, Berkeley",Statistical Methods in Clinical Trials,3,82.83374599999999,0.1238,0.2621
AOS_2024_0205,Fundamental limits of low-rank matrix estimation with diverging aspect ratios,AOS,2024,Stanford University | University of Pennsylvania,Random Matrices and Applications,3,89.068401,0.2197,0.5854
AOS_2024_0206,A nonparametric test for elliptical distribution based on kernel embedding of probabilities,AOS,2024,Pennsylvania State University,Statistical Methods and Inference,3,88.34683,0.1209,0.4063
AOS_2024_0207,Time-uniform central limit theory and asymptotic confidence sequences,AOS,2024,Adobe Systems (United States) | Carnegie Mellon University,Statistical Methods and Inference,3,89.39999,0.4386,0.3523
AOS_2023_0208,Characterizing the SLOPE trade-off: A variational perspective and the Donoho–Tanner limit,AOS,2023,Applied Mathematics (United States) | Columbia University | Princeton University | University of Pennsylvania,Sparse and Compressive Sensing Techniques,2,3.288655,0.273,0.3156
AOS_2023_0209,"A cross-validation framework for signal denoising with applications to trend filtering, dyadic CART and beyond",AOS,2023,University of Illinois Urbana-Champaign,Sparse and Compressive Sensing Techniques,2,57.158986,0.3856,0.3735
AOS_2024_0211,The online closure principle,AOS,2024,Medical University of Vienna | University of Bremen,Intellectual Property Law,2,96.118205,0.1266,0.2207
AOS_2024_0212,Deep nonlinear sufficient dimension reduction,AOS,2024,East China Normal University | Wuhan University,Statistical Methods and Inference,2,82.83129500000001,0.0461,0.2122
AOS_2024_0214,Simultaneous statistical inference for second order parameters of time series under weak conditions,AOS,2024,"Chinese University of Hong Kong, Shenzhen | University of California, San Diego",Complex Systems and Time Series Analysis,2,91.578467,0.5911,0.5891
AOS_2025_0215,Conformal inference for random objects,AOS,2025,"University of California, Davis",Statistical Methods and Inference,2,95.986573,0.0405,0.225
AOS_2026_0217,Pseudo-likelihood-based M-estimation of random graphs with dependent edges and parameter vectors of increasing dimension,AOS,2026,Florida State University | Pennsylvania State University,Bayesian Modeling and Causal Inference,3,0.019006,0.0681,0.5665
AOS_2024_0219,High-dimensional inference for dynamic treatment effects,AOS,2024,"Renmin University of China | Shanghai University of Finance and Economics | University of California, San Diego",Advanced Causal Inference Techniques,2,77.954972,0.4863,0.5432
AOS_2023_0220,A new approach to tests and confidence bands for distribution functions,AOS,2023,University of Bern | University of Washington,Financial Risk and Volatility Modeling,2,65.341075,0.3975,0.5911
AOS_2023_0222,Universal regression with adversarial responses,AOS,2023,Massachusetts Institute of Technology,Machine Learning and Algorithms,2,55.193524,0.1237,0.4225
AOS_2023_0223,Efficient estimation of the maximal association between multiple predictors and a survival outcome,AOS,2023,Cancer Research Center | Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa | Columbia University | Fred Hutch Cancer Center | University of Washington,Statistical Methods and Inference,2,73.68229699999999,0.6246,0.5376
AOS_2024_0224,Testing for independence in high dimensions based on empirical copulas,AOS,2024,Centre Inria de l'Université Grenoble Alpes | Centre National de la Recherche Scientifique | Institut polytechnique de Grenoble | Laboratoire Jean Kuntzmann | Ruhr University Bochum | Université Grenoble Alpes,Statistical Methods and Inference,2,78.21226300000001,0.3931,0.5554
AOS_2024_0225,Spectral regularized kernel two-sample tests,AOS,2024,Pennsylvania State University,Statistical Methods and Inference,2,73.42060000000001,0.2918,0.5425
AOS_2024_0226,Noisy recovery from random linear observations: Sharp minimax rates under elliptical constraints,AOS,2024,"Massachusetts Institute of Technology | University of California, Berkeley",Image and Signal Denoising Methods,2,68.390311,0.0595,0.3549
AOS_2023_0227,On singular values of data matrices with general independent columns,AOS,2023,"Chinese University of Hong Kong, Shenzhen | University of Hong Kong",Random Matrices and Applications,1,57.39877,0.0943,0.442
